,time,country,category,peak
1744,2021-05-23T01:18:00Z,NZ,cases,1
1745,2021-05-24T01:36:00Z,NZ,cases,1
1746,2021-05-25T01:06:00Z,NZ,cases,1
1747,2021-05-26T01:00:00Z,NZ,live,1
1748,2021-05-26T01:30:00Z,NZ,cases,1
1749,2021-05-27T01:41:00Z,NZ,cases,1
1750,2021-05-28T01:25:00Z,NZ,cases,1
1751,2021-06-01T01:09:00Z,NZ,cases,1
1752,2021-06-02T01:04:00Z,NZ,live,1
1753,2021-06-02T01:23:00Z,NZ,cases,1
1754,2021-06-02T23:00:00Z,NZ,live,0
1755,2021-06-03T01:55:00Z,NZ,cases,1
1756,2021-06-04T01:17:00Z,NZ,cases,1
1757,2021-06-06T01:16:00Z,NZ,cases,1
1758,2021-06-08T01:49:00Z,NZ,cases,1
1759,2021-06-11T01:09:00Z,NZ,cases,1
1760,2021-06-13T01:20:00Z,NZ,cases,1
1761,2021-06-14T01:18:00Z,NZ,cases,1
1762,2021-06-15T01:16:00Z,NZ,cases,1
1763,2021-06-16T01:00:00Z,NZ,live,1
1764,2021-06-16T01:12:00Z,NZ,cases,1
1765,2021-06-17T01:27:00Z,NZ,cases,1
1766,2021-06-23T02:01:00Z,NZ,cases,1
1767,2021-06-23T23:04:00Z,NZ,live,0
1768,2021-06-24T02:38:00Z,NZ,cases,0
1769,2021-06-25T01:00:00Z,NZ,live,1
1770,2021-06-25T02:12:00Z,NZ,cases,1
1771,2021-06-26T02:15:00Z,NZ,cases,1
1772,2021-06-27T02:16:00Z,NZ,cases,1
1773,2021-06-28T02:08:00Z,NZ,cases,1
1774,2021-06-29T01:00:00Z,NZ,live,1
1775,2021-06-29T01:20:00Z,NZ,cases,1
1776,2021-06-30T01:00:00Z,NZ,live,1
1777,2021-07-01T01:16:00Z,NZ,cases,1
1778,2021-07-02T01:13:00Z,NZ,cases,1
1779,2021-07-04T01:57:00Z,NZ,cases,1
1780,2021-07-05T01:11:00Z,NZ,cases,1
1781,2021-07-06T01:08:00Z,NZ,cases,1
1782,2021-07-07T01:30:00Z,NZ,cases,1
1783,2021-07-11T01:28:00Z,NZ,cases,1
1784,2021-07-12T01:55:00Z,NZ,cases,1
1785,2021-07-13T01:09:00Z,NZ,cases,1
1786,2021-07-14T01:16:00Z,NZ,cases,1
1787,2021-07-15T01:21:00Z,NZ,cases,1
1788,2021-07-16T01:26:00Z,NZ,cases,1
1789,2021-07-21T01:00:00Z,NZ,live,1
1790,2021-08-01T01:28:00Z,NZ,cases,1
1791,2021-08-02T01:47:00Z,NZ,cases,1
1792,2021-08-03T01:23:00Z,NZ,cases,1
1793,2021-08-04T01:15:00Z,NZ,cases,1
1794,2021-08-05T01:22:00Z,NZ,cases,1
1795,2021-08-06T01:25:00Z,NZ,cases,1
1796,2021-08-08T01:50:00Z,NZ,cases,1
1797,2021-08-09T01:21:00Z,NZ,cases,1
1798,2021-08-10T01:37:00Z,NZ,cases,1
1799,2021-08-11T01:21:00Z,NZ,cases,1
1800,2021-08-12T01:26:00Z,NZ,cases,1
1801,2021-08-13T01:24:00Z,NZ,cases,1
1802,2021-08-15T01:38:00Z,NZ,cases,1
1803,2021-08-17T02:39:00Z,NZ,cases,0
1804,2021-08-19T01:00:00Z,NZ,president speech,1
1805,2021-08-22T01:02:00Z,NZ,live,1
1806,2021-08-23T04:00:00Z,NZ,president speech,0
1807,2021-08-24T01:00:00Z,NZ,president speech,1
1808,2021-08-25T01:00:00Z,NZ,live,1
1809,2021-08-26T01:00:00Z,NZ,president speech,1
1810,2021-08-29T01:00:00Z,NZ,president speech,1
1811,2021-08-30T04:00:00Z,NZ,president speech,0
1812,2021-09-01T01:00:00Z,NZ,president speech,1
1813,2021-09-02T01:00:00Z,NZ,president speech,1
1814,2021-09-05T01:00:00Z,NZ,president speech,1
1815,2021-09-06T04:00:00Z,NZ,president speech,0
1816,2021-09-08T01:00:00Z,NZ,live,1
1817,2021-09-16T01:00:00Z,NZ,president speech,1
1818,2021-09-17T01:00:00Z,NZ,president speech,1
1819,2021-09-19T01:00:00Z,NZ,president speech,1
1820,2021-09-21T01:00:00Z,NZ,president speech,1
1821,2021-09-22T01:00:00Z,NZ,live,1
1822,2021-09-23T01:00:00Z,NZ,president speech,1
1823,2021-09-29T01:00:00Z,NZ,president speech,1
1824,2021-10-02T01:00:00Z,NZ,president speech,1
1825,2021-10-04T01:00:00Z,NZ,president speech,1
1826,2021-10-06T01:00:00Z,NZ,president speech,1
1827,2021-10-12T01:00:00Z,NZ,president speech,1
1828,2021-10-13T01:00:00Z,NZ,live,1
1829,2021-10-14T01:00:00Z,NZ,president speech,1
1830,2021-10-20T01:00:00Z,NZ,live,1
1831,2021-10-28T01:00:00Z,NZ,live,1
1832,2021-11-03T01:00:00Z,NZ,live,1
1833,2021-11-10T01:00:00Z,NZ,live,1
1834,2021-11-12T01:00:00Z,NZ,president speech,1
1835,2021-11-15T22:00:00Z,NZ,other,0
1836,2021-11-17T01:00:00Z,NZ,president speech,1
1837,2021-11-24T01:00:00Z,NZ,live,1
1838,2021-12-16T04:20:00Z,NZ,live,0
1839,2021-12-22T02:00:00Z,NZ,live,0
1840,2021-12-30T00:24:25Z,NZ,cases,1
1841,2022-01-08T04:06:19Z,NZ,cases,0
1842,2022-02-28T20:07:56Z,NZ,live,0
1843,2022-02-21T05:27:51Z,KR,cases,0
1844,2022-02-11T12:39:36Z,KR,cases,0
1845,2022-01-21T06:50:20Z,KR,president speech,0
1846,2022-01-11T08:20:14Z,KR,president speech,0
1847,2021-12-28T06:44:42Z,KR,president speech,0
1848,2021-12-16T05:18:57Z,KR,other,0
1849,2021-12-15T00:15:14Z,KR,other,0
1850,2021-12-01T12:51:41Z,KR,cases,0
1851,2021-11-30T07:35:37Z,KR,president speech,0
1852,2021-11-29T06:04:42Z,KR,president speech,0
1853,2021-11-29T00:36:18Z,KR,cases,1
1854,2021-11-28T00:35:20Z,KR,cases,1
1855,2021-11-26T00:40:24Z,KR,cases,1
1856,2021-11-25T00:37:46Z,KR,cases,1
1857,2021-11-24T00:34:12Z,KR,cases,1
1858,2021-11-23T00:36:07Z,KR,cases,1
1859,2021-11-22T00:33:32Z,KR,cases,1
1860,2021-11-21T00:36:20Z,KR,cases,1
1861,2021-11-19T00:37:25Z,KR,cases,1
1862,2021-11-18T00:36:13Z,KR,cases,1
1863,2021-11-17T00:34:36Z,KR,cases,1
1864,2021-11-16T00:35:24Z,KR,cases,1
1865,2021-11-15T00:32:22Z,KR,cases,1
1866,2021-11-14T00:37:29Z,KR,cases,1
1867,2021-11-12T01:31:00Z,KR,cases,0
1868,2021-11-11T00:34:40Z,KR,cases,1
1869,2021-11-10T00:58:19Z,KR,cases,1
1870,2021-11-09T00:33:18Z,KR,cases,1
1871,2021-11-08T00:45:00Z,KR,cases,1
1872,2021-11-07T00:39:50Z,KR,cases,1
1873,2021-11-05T00:42:44Z,KR,cases,1
1874,2021-11-04T00:57:24Z,KR,cases,1
1875,2021-11-03T00:33:50Z,KR,cases,1
1876,2021-11-01T01:01:06Z,KR,cases,1
1877,2021-10-31T00:44:54Z,KR,cases,1
1878,2021-10-29T00:33:45Z,KR,cases,1
1879,2021-10-29T00:04:24Z,KR,other,0
1880,2021-10-28T00:32:25Z,KR,cases,1
1881,2021-10-27T00:37:46Z,KR,cases,1
1882,2021-10-26T00:36:09Z,KR,cases,1
1883,2021-10-25T00:36:02Z,KR,cases,1
1884,2021-10-24T00:42:17Z,KR,cases,1
1885,2021-10-22T00:43:49Z,KR,cases,1
1886,2021-10-21T00:41:12Z,KR,cases,1
1887,2021-10-20T00:34:50Z,KR,cases,1
1888,2021-10-19T00:44:47Z,KR,cases,1
1889,2021-10-18T00:33:35Z,KR,cases,1
1890,2021-10-17T00:41:42Z,KR,cases,1
1891,2021-10-15T00:51:00Z,KR,cases,1
1892,2021-10-14T00:34:27Z,KR,cases,1
1893,2021-10-13T00:42:13Z,KR,cases,1
1894,2021-10-12T00:45:48Z,KR,cases,1
1895,2021-10-11T00:33:46Z,KR,cases,1
1896,2021-10-08T00:49:05Z,KR,cases,1
1897,2021-10-07T00:34:16Z,KR,cases,1
1898,2021-10-06T00:43:54Z,KR,cases,1
1899,2021-10-05T00:33:33Z,KR,cases,1
1900,2021-10-04T00:39:40Z,KR,cases,1
1901,2021-10-01T00:39:25Z,KR,cases,1
1902,2021-09-30T00:33:48Z,KR,cases,1
1903,2021-09-29T00:47:48Z,KR,cases,1
1904,2021-09-28T00:33:23Z,KR,cases,1
1905,2021-09-27T00:45:21Z,KR,cases,1
1906,2021-09-26T06:16:58Z,KR,other,0
1907,2021-09-26T00:40:30Z,KR,cases,1
1908,2021-09-24T00:43:12Z,KR,cases,1
1909,2021-09-23T00:58:12Z,KR,cases,1
1910,2021-09-22T06:46:53Z,KR,president speech,0
1911,2021-09-22T00:33:42Z,KR,cases,1
1912,2021-09-17T01:10:32Z,KR,cases,1
1913,2021-09-16T00:39:17Z,KR,cases,1
1914,2021-09-15T00:43:02Z,KR,cases,1
1915,2021-09-14T00:40:58Z,KR,cases,1
1916,2021-09-13T00:34:46Z,KR,cases,1
1917,2021-09-12T00:41:02Z,KR,cases,1
1918,2021-09-10T02:06:09Z,KR,cases,0
1919,2021-09-09T00:36:22Z,KR,cases,1
1920,2021-09-08T00:34:04Z,KR,cases,1
1921,2021-09-07T00:33:40Z,KR,cases,1
1922,2021-09-06T00:37:58Z,KR,cases,1
1923,2021-09-05T00:53:11Z,KR,cases,1
1924,2021-09-02T00:40:59Z,KR,cases,1
1925,2021-09-01T06:05:25Z,KR,president speech,0
1926,2021-09-01T00:34:04Z,KR,cases,1
1927,2021-08-30T00:35:00Z,KR,cases,1
1928,2021-08-29T00:37:00Z,KR,cases,1
1929,2021-08-27T00:34:00Z,KR,cases,1
1930,2021-08-26T00:41:00Z,KR,cases,1
1931,2021-08-25T00:32:00Z,KR,cases,1
1932,2021-08-24T12:42:00Z,KR,cases,0
1933,2021-08-24T12:41:00Z,KR,cases,0
1934,2021-08-24T00:40:00Z,KR,cases,1
1935,2021-08-23T00:33:00Z,KR,cases,1
1936,2021-08-22T00:35:00Z,KR,cases,1
1937,2021-08-20T00:43:00Z,KR,cases,1
1938,2021-08-19T00:39:00Z,KR,cases,1
1939,2021-08-18T00:52:00Z,KR,cases,1
1940,2021-08-17T00:41:00Z,KR,cases,1
1941,2021-08-15T01:36:00Z,KR,president speech,0
1942,2021-08-15T00:34:00Z,KR,cases,1
1943,2021-08-14T01:02:00Z,KR,cases,1
1944,2021-08-13T00:38:00Z,KR,cases,1
1945,2021-08-12T00:36:00Z,KR,cases,1
1946,2021-08-11T00:42:00Z,KR,cases,1
1947,2021-08-10T00:34:00Z,KR,cases,1
1948,2021-08-09T00:38:00Z,KR,cases,1
1949,2021-08-08T00:38:00Z,KR,cases,1
1950,2021-08-06T00:36:00Z,KR,cases,1
1951,2021-08-05T00:33:00Z,KR,cases,1
1952,2021-08-04T00:36:00Z,KR,cases,1
1953,2021-08-03T00:39:00Z,KR,cases,1
1954,2021-08-02T00:38:00Z,KR,cases,1
1955,2021-08-01T00:44:00Z,KR,cases,1
1956,2021-07-30T00:40:00Z,KR,cases,1
1957,2021-07-29T00:36:00Z,KR,cases,1
1958,2021-07-28T00:42:00Z,KR,cases,1
1959,2021-07-28T00:11:00Z,KR,other,0
1960,2021-07-27T00:35:00Z,KR,cases,1
1961,2021-07-25T00:34:00Z,KR,cases,1
1962,2021-07-23T00:35:00Z,KR,cases,1
1963,2021-07-22T00:43:00Z,KR,cases,1
1964,2021-07-21T05:32:00Z,KR,other,0
1965,2021-07-21T01:39:00Z,KR,cases,0
1966,2021-07-21T00:37:00Z,KR,cases,1
1967,2021-07-20T00:41:00Z,KR,cases,1
1968,2021-07-19T00:38:00Z,KR,cases,1
1969,2021-07-19T00:24:00Z,KR,other,0
1970,2021-07-16T00:32:00Z,KR,cases,1
1971,2021-07-15T00:37:00Z,KR,cases,1
1972,2021-07-14T00:38:00Z,KR,cases,1
1973,2021-07-13T00:34:00Z,KR,cases,1
1974,2021-07-12T00:34:00Z,KR,cases,1
1975,2021-07-11T00:40:00Z,KR,cases,1
1976,2021-07-07T01:22:00Z,KR,other,1
1977,2021-07-07T00:32:00Z,KR,cases,1
1978,2021-07-07T00:02:00Z,KR,cases,0
1979,2021-07-06T00:34:00Z,KR,cases,1
1980,2021-07-05T00:34:00Z,KR,cases,1
1981,2021-07-04T00:35:00Z,KR,cases,1
1982,2021-07-02T00:35:00Z,KR,cases,1
1983,2021-07-01T00:34:00Z,KR,cases,1
1984,2021-06-29T00:53:00Z,KR,cases,1
1985,2021-06-28T00:53:00Z,KR,cases,1
1986,2021-06-27T00:37:00Z,KR,cases,1
1987,2021-06-25T00:35:00Z,KR,cases,1
1988,2021-06-24T00:35:00Z,KR,cases,1
1989,2021-06-23T00:35:00Z,KR,cases,1
1990,2021-06-17T00:32:00Z,KR,cases,1
1991,2021-06-16T00:42:00Z,KR,cases,1
1992,2021-06-15T00:34:00Z,KR,cases,1
1993,2021-06-14T00:33:00Z,KR,cases,1
1994,2021-06-13T00:32:00Z,KR,cases,1
1995,2021-06-11T00:33:00Z,KR,cases,1
1996,2021-06-08T00:32:00Z,KR,cases,1
1997,2021-06-07T06:18:00Z,KR,president speech,0
1998,2021-06-07T00:32:00Z,KR,cases,1
1999,2021-06-06T00:32:00Z,KR,cases,1
2000,2021-06-04T00:34:00Z,KR,cases,1
2001,2021-06-03T00:35:00Z,KR,cases,1
2002,2021-06-02T00:33:00Z,KR,cases,1
2003,2021-06-01T00:40:00Z,KR,cases,1
2004,2021-05-28T00:44:00Z,KR,cases,1
2005,2021-05-27T00:33:00Z,KR,cases,1
2006,2021-05-26T00:43:00Z,KR,cases,1
2007,2021-05-25T05:23:00Z,KR,other,0
2008,2021-05-25T00:32:00Z,KR,cases,1
2009,2021-05-24T00:33:00Z,KR,cases,1
2010,2021-05-23T00:35:00Z,KR,cases,1
2011,2021-05-14T00:33:00Z,KR,cases,1
2012,2021-05-13T00:33:00Z,KR,cases,1
2013,2021-05-12T00:33:00Z,KR,cases,1
2014,2021-05-11T00:34:00Z,KR,cases,1
2015,2021-05-10T00:32:00Z,KR,cases,1
2016,2021-05-09T00:32:00Z,KR,cases,1
2017,2021-05-07T00:35:00Z,KR,cases,1
2018,2021-05-06T00:39:00Z,KR,cases,1
2019,2021-05-05T00:32:00Z,KR,cases,1
2020,2021-05-04T00:32:00Z,KR,cases,1
2021,2021-05-03T00:34:00Z,KR,cases,1
2022,2021-04-30T00:33:00Z,KR,cases,1
2023,2021-04-29T00:37:00Z,KR,cases,1
2024,2021-04-28T00:33:00Z,KR,cases,1
2025,2021-04-27T00:32:00Z,KR,cases,1
2026,2021-04-26T00:52:00Z,KR,cases,1
2027,2021-04-25T00:40:00Z,KR,cases,1
2028,2021-04-20T00:36:00Z,KR,cases,1
2029,2021-04-19T00:44:00Z,KR,cases,1
2030,2021-04-18T08:03:00Z,KR,cases,0
2031,2021-04-18T00:36:00Z,KR,cases,1
2032,2021-04-16T00:32:00Z,KR,cases,1
2033,2021-04-15T00:33:00Z,KR,cases,1
2034,2021-04-14T00:32:00Z,KR,cases,1
2035,2021-04-11T00:32:00Z,KR,cases,1
2036,2021-04-09T00:33:00Z,KR,cases,1
2037,2021-04-08T00:32:00Z,KR,cases,1
2038,2021-04-07T00:32:00Z,KR,cases,1
2039,2021-04-06T00:32:00Z,KR,cases,1
2040,2021-04-02T00:56:00Z,KR,cases,1
2041,2021-04-01T00:34:00Z,KR,cases,1
2042,2021-03-31T00:32:00Z,KR,cases,1
2043,2021-03-30T00:34:00Z,KR,cases,1
2044,2021-03-29T00:33:00Z,KR,cases,1
2045,2021-03-28T00:35:00Z,KR,cases,1
2046,2021-03-25T04:00:00Z,KR,other,0
2047,2021-03-25T00:34:00Z,KR,cases,1
2048,2021-03-24T00:35:00Z,KR,cases,1
2049,2021-03-23T00:32:00Z,KR,cases,1
2050,2021-03-22T00:38:00Z,KR,cases,1
2051,2021-03-21T00:35:00Z,KR,cases,1
2052,2021-03-19T00:32:00Z,KR,cases,1
2053,2021-03-17T00:32:00Z,KR,cases,1
2054,2021-03-16T00:32:00Z,KR,cases,1
2055,2021-03-15T00:36:00Z,KR,cases,1
2056,2021-03-14T00:34:00Z,KR,cases,1
2057,2021-03-12T00:37:00Z,KR,cases,1
2058,2021-03-11T00:32:00Z,KR,cases,1
2059,2021-03-09T00:33:00Z,KR,cases,1
2060,2021-03-08T00:32:00Z,KR,cases,1
2061,2021-03-07T00:34:00Z,KR,cases,1
2062,2021-03-05T00:46:00Z,KR,cases,1
2063,2021-03-04T00:32:00Z,KR,cases,1
2064,2021-03-02T00:32:00Z,KR,cases,1
2065,2021-03-01T00:32:00Z,KR,cases,1
2066,2021-02-28T01:13:00Z,KR,cases,1
2067,2021-02-27T01:15:00Z,KR,cases,1
2068,2021-02-26T00:31:00Z,KR,cases,1
2069,2021-02-25T00:31:00Z,KR,cases,1
2070,2021-02-24T00:33:00Z,KR,cases,1
2071,2021-02-22T00:32:00Z,KR,cases,1
2072,2021-02-21T00:32:00Z,KR,cases,1
2073,2021-02-19T05:39:00Z,KR,president speech,0
2074,2021-02-19T00:32:00Z,KR,cases,1
2075,2021-02-18T00:33:00Z,KR,cases,1
2076,2021-02-17T00:32:00Z,KR,cases,1
2077,2021-02-16T08:12:00Z,KR,other,0
2078,2021-02-16T00:32:00Z,KR,cases,1
2079,2021-02-15T23:53:00Z,KR,other,0
2080,2021-02-15T00:33:00Z,KR,cases,1
2081,2021-02-14T00:33:00Z,KR,cases,1
2082,2021-02-12T00:35:00Z,KR,cases,1
2083,2021-02-10T00:33:00Z,KR,cases,1
2084,2021-02-07T00:33:00Z,KR,cases,1
2085,2021-02-05T00:33:00Z,KR,cases,1
2086,2021-02-04T02:01:00Z,KR,president speech,0
2087,2021-02-04T00:33:00Z,KR,cases,1
2088,2021-02-03T00:32:00Z,KR,cases,1
2089,2021-02-02T00:33:00Z,KR,cases,1
2090,2021-01-29T00:32:00Z,KR,cases,1
2091,2021-01-28T00:33:00Z,KR,cases,1
2092,2021-01-27T00:35:00Z,KR,cases,1
2093,2021-01-26T00:32:00Z,KR,cases,1
2094,2021-01-25T00:32:00Z,KR,cases,1
2095,2021-01-22T00:32:00Z,KR,cases,1
2096,2021-01-21T00:33:00Z,KR,cases,1
2097,2021-01-20T00:32:00Z,KR,cases,1
2098,2021-01-19T00:31:00Z,KR,cases,1
2099,2021-01-18T01:32:00Z,KR,president speech,0
2100,2021-01-18T00:32:00Z,KR,cases,1
2101,2021-01-17T00:32:00Z,KR,cases,1
2102,2021-01-14T00:32:00Z,KR,cases,1
2103,2021-01-13T00:33:00Z,KR,cases,1
2104,2021-01-12T00:34:00Z,KR,cases,1
2105,2021-01-11T00:32:00Z,KR,cases,1
2106,2021-01-10T00:33:00Z,KR,cases,1
2107,2021-01-08T00:34:00Z,KR,cases,1
2108,2021-01-07T00:32:00Z,KR,cases,1
2109,2021-01-06T00:33:00Z,KR,cases,1
2110,2021-01-05T05:20:00Z,KR,cases,0
2111,2021-01-05T00:32:00Z,KR,cases,1
2112,2021-01-04T00:31:00Z,KR,cases,1
2113,2021-01-03T00:33:00Z,KR,cases,1
2114,2020-12-31T06:17:00Z,KR,other,0
2115,2020-12-31T00:32:00Z,KR,cases,1
2116,2020-12-30T01:47:00Z,KR,cases,0
2117,2020-12-30T00:35:00Z,KR,cases,1
2118,2020-12-29T00:32:00Z,KR,cases,1
2119,2020-12-28T00:31:00Z,KR,cases,1
2120,2020-12-27T00:32:00Z,KR,cases,1
2121,2020-12-24T00:32:00Z,KR,cases,1
2122,2020-12-23T00:34:00Z,KR,cases,1
2123,2020-12-22T00:32:00Z,KR,cases,1
2124,2020-12-21T00:46:00Z,KR,cases,1
2125,2020-12-20T00:32:00Z,KR,cases,1
2126,2020-12-18T00:34:00Z,KR,cases,1
2127,2020-12-17T00:36:00Z,KR,cases,1
2128,2020-12-16T00:32:00Z,KR,cases,1
2129,2020-12-15T00:37:00Z,KR,cases,1
2130,2020-12-14T00:34:00Z,KR,cases,1
2131,2020-12-13T00:32:00Z,KR,cases,1
2132,2020-12-12T04:33:00Z,KR,president speech,0
2133,2020-12-11T00:33:00Z,KR,cases,1
2134,2020-12-10T00:32:00Z,KR,cases,1
2135,2020-12-09T00:37:00Z,KR,cases,1
2136,2020-12-08T01:30:00Z,KR,other,1
2137,2020-12-07T00:34:00Z,KR,cases,1
2138,2020-12-06T00:42:00Z,KR,cases,1
2139,2020-12-04T00:32:00Z,KR,cases,1
2140,2020-12-04T00:32:00Z,KR,cases,1
2141,2020-12-03T00:35:00Z,KR,cases,1
2142,2020-12-03T00:35:00Z,KR,cases,1
2143,2020-12-02T00:32:00Z,KR,cases,1
2144,2020-12-02T00:32:00Z,KR,cases,1
2145,2020-12-01T00:35:00Z,KR,cases,1
2146,2020-12-01T00:35:00Z,KR,cases,1
2147,2020-11-30T01:28:00Z,KR,cases,1
2148,2020-11-30T01:28:00Z,KR,cases,1
2149,2020-11-29T00:33:00Z,KR,cases,1
2150,2020-11-29T00:33:00Z,KR,cases,1
2151,2020-11-27T00:32:00Z,KR,cases,1
2152,2020-11-26T00:42:00Z,KR,other,1
2153,2020-11-26T00:32:00Z,KR,cases,1
2154,2020-11-25T08:32:00Z,KR,other,0
2155,2020-11-25T08:32:00Z,KR,other,0
2156,2020-11-25T00:33:00Z,KR,cases,1
2157,2020-11-25T00:33:00Z,KR,cases,1
2158,2020-11-24T00:32:00Z,KR,cases,1
2159,2020-11-23T01:30:00Z,KR,other,1
2160,2020-11-23T00:35:00Z,KR,cases,1
2161,2020-11-22T00:34:00Z,KR,cases,1
2162,2020-11-20T00:32:00Z,KR,cases,1
2163,2020-11-19T00:32:00Z,KR,cases,1
2164,2020-11-18T00:31:00Z,KR,cases,1
2165,2020-11-17T00:34:00Z,KR,cases,1
2166,2020-11-13T00:31:00Z,KR,cases,1
2167,2020-11-12T00:37:00Z,KR,president speech,1
2168,2020-11-12T00:32:00Z,KR,cases,1
2169,2020-11-11T00:34:00Z,KR,cases,1
2170,2020-11-10T00:32:00Z,KR,cases,1
2171,2020-11-09T00:32:00Z,KR,cases,1
2172,2020-11-08T00:35:00Z,KR,cases,1
2173,2020-11-06T00:32:00Z,KR,cases,1
2174,2020-11-05T00:36:00Z,KR,cases,1
2175,2020-11-04T00:33:00Z,KR,cases,1
2176,2020-11-03T00:31:00Z,KR,cases,1
2177,2020-11-02T00:31:00Z,KR,cases,1
2178,2020-11-01T01:33:00Z,KR,cases,0
2179,2020-10-30T01:33:00Z,KR,cases,0
2180,2020-10-29T01:32:00Z,KR,cases,0
2181,2020-10-28T02:13:00Z,KR,president speech,0
2182,2020-10-28T01:32:00Z,KR,cases,0
2183,2020-10-27T01:32:00Z,KR,cases,0
2184,2020-10-26T01:32:00Z,KR,cases,0
2185,2020-10-26T01:32:00Z,KR,cases,0
2186,2020-10-25T01:33:00Z,KR,cases,0
2187,2020-10-25T01:33:00Z,KR,cases,0
2188,2020-10-25T01:33:00Z,KR,cases,0
2189,2020-09-25T00:43:00Z,KR,cases,1
2190,2020-09-24T00:36:00Z,KR,cases,1
2191,2020-09-23T00:35:00Z,KR,cases,1
2192,2020-09-22T00:33:00Z,KR,cases,1
2193,2020-09-21T00:32:00Z,KR,cases,1
2194,2020-09-20T00:56:00Z,KR,cases,1
2195,2020-09-16T00:32:00Z,KR,cases,1
2196,2020-09-15T00:32:00Z,KR,cases,1
2197,2020-09-14T00:33:00Z,KR,cases,1
2198,2020-09-13T00:53:00Z,KR,cases,1
2199,2020-09-11T00:33:00Z,KR,cases,1
2200,2020-09-10T00:35:00Z,KR,cases,1
2201,2020-09-09T00:34:00Z,KR,cases,1
2202,2020-09-08T00:37:00Z,KR,cases,1
2203,2020-09-06T00:34:00Z,KR,cases,1
2204,2020-09-04T00:45:00Z,KR,cases,1
2205,2020-09-03T00:38:00Z,KR,cases,1
2206,2020-09-02T00:34:00Z,KR,cases,1
2207,2020-09-01T00:35:00Z,KR,cases,1
2208,2020-08-31T00:35:00Z,KR,cases,1
2209,2020-08-30T00:33:00Z,KR,cases,1
2210,2020-08-28T00:35:00Z,KR,cases,1
2211,2020-08-27T01:13:00Z,KR,cases,1
2212,2020-08-26T01:12:00Z,KR,cases,1
2213,2020-08-25T01:12:00Z,KR,cases,1
2214,2020-08-24T01:12:00Z,KR,cases,1
2215,2020-08-23T01:16:00Z,KR,cases,1
2216,2020-08-21T01:14:00Z,KR,cases,1
2217,2020-08-20T01:12:00Z,KR,cases,1
2218,2020-08-19T01:18:00Z,KR,cases,1
2219,2020-08-18T01:12:00Z,KR,cases,1
2220,2020-08-17T01:14:00Z,KR,cases,1
2221,2020-08-14T01:13:00Z,KR,cases,1
2222,2020-08-13T01:13:00Z,KR,cases,1
2223,2020-08-12T01:18:00Z,KR,cases,1
2224,2020-08-11T01:11:00Z,KR,cases,1
2225,2020-08-10T01:11:00Z,KR,cases,1
2226,2020-08-09T01:12:00Z,KR,cases,1
2227,2020-08-07T01:11:00Z,KR,cases,1
2228,2020-08-04T01:13:00Z,KR,cases,1
2229,2020-08-03T01:12:00Z,KR,cases,1
2230,2020-08-02T01:13:00Z,KR,cases,1
2231,2020-07-31T01:12:00Z,KR,cases,1
2232,2020-07-30T01:11:00Z,KR,cases,1
2233,2020-07-29T01:12:00Z,KR,cases,1
2234,2020-07-28T01:12:00Z,KR,cases,1
2235,2020-07-27T01:13:00Z,KR,cases,1
2236,2020-07-26T01:22:00Z,KR,cases,1
2237,2020-07-25T01:20:00Z,KR,cases,1
2238,2020-07-24T01:16:00Z,KR,cases,1
2239,2020-07-23T01:12:00Z,KR,cases,1
2240,2020-07-22T01:26:00Z,KR,cases,1
2241,2020-07-21T01:12:00Z,KR,cases,1
2242,2020-07-20T01:12:00Z,KR,cases,1
2243,2020-07-19T01:13:00Z,KR,cases,1
2244,2020-07-18T01:36:00Z,KR,cases,0
2245,2020-07-17T01:14:00Z,KR,cases,1
2246,2020-07-09T01:11:00Z,KR,cases,1
2247,2020-07-08T01:12:00Z,KR,cases,1
2248,2020-07-07T01:11:00Z,KR,cases,1
2249,2020-07-06T01:12:00Z,KR,cases,1
2250,2020-07-05T01:12:00Z,KR,cases,1
2251,2020-07-03T01:12:00Z,KR,cases,1
2252,2020-07-02T01:13:00Z,KR,cases,1
2253,2020-07-01T01:12:00Z,KR,cases,1
2254,2020-06-30T01:11:00Z,KR,cases,1
2255,2020-06-29T01:11:00Z,KR,cases,1
2256,2020-06-28T08:01:00Z,KR,other,0
2257,2020-06-28T01:12:00Z,KR,cases,1
2258,2020-06-26T01:14:00Z,KR,cases,1
2259,2020-06-25T01:12:00Z,KR,cases,1
2260,2020-06-24T01:17:00Z,KR,cases,1
2261,2020-06-23T01:11:00Z,KR,cases,1
2262,2020-06-22T01:11:00Z,KR,cases,1
2263,2020-06-21T01:14:00Z,KR,cases,1
2264,2020-06-19T01:11:00Z,KR,cases,1
2265,2020-06-18T01:11:00Z,KR,cases,1
2266,2020-06-18T01:11:00Z,KR,cases,1
2267,2020-06-17T01:12:00Z,KR,cases,1
2268,2020-06-16T01:11:00Z,KR,cases,1
2269,2020-06-15T01:12:00Z,KR,cases,1
2270,2020-06-14T01:12:00Z,KR,cases,1
2271,2020-06-12T01:12:34Z,KR,cases,1
2272,2020-06-12T01:12:00Z,KR,cases,1
2273,2020-06-11T01:12:03Z,KR,cases,1
2274,2020-06-11T01:12:00Z,KR,cases,1
2275,2020-06-10T01:13:03Z,KR,cases,1
2276,2020-06-10T01:13:00Z,KR,cases,1
2277,2020-06-09T01:12:17Z,KR,cases,1
