,time,country,category,peak
8272,2022-02-03T21:00:00Z,BR,cases,1
8273,2022-02-02T21:00:00Z,BR,cases,1
8274,2022-02-01T21:00:00Z,BR,cases,1
8275,2022-01-31T21:00:00Z,BR,cases,1
8276,2022-01-30T21:00:00Z,BR,cases,1
8277,2022-01-29T21:00:00Z,BR,cases,1
8278,2022-01-28T21:00:00Z,BR,cases,1
8279,2022-01-27T21:00:00Z,BR,cases,1
8280,2022-01-26T21:00:00Z,BR,cases,1
8281,2022-01-25T21:00:00Z,BR,cases,1
8282,2022-01-24T21:00:00Z,BR,cases,1
8283,2022-01-23T21:00:00Z,BR,cases,1
8284,2022-01-22T21:00:00Z,BR,cases,1
8285,2022-01-21T21:00:00Z,BR,cases,1
8286,2022-01-20T21:00:00Z,BR,cases,1
8287,2022-01-19T21:00:00Z,BR,cases,1
8288,2022-01-18T21:00:00Z,BR,cases,1
8289,2022-01-17T21:00:00Z,BR,cases,1
8290,2022-01-16T21:00:00Z,BR,cases,1
8291,2022-01-15T21:00:00Z,BR,cases,1
8292,2022-01-14T21:00:00Z,BR,cases,1
8293,2022-01-13T21:00:00Z,BR,cases,1
8294,2022-01-12T21:00:00Z,BR,cases,1
8295,2022-01-11T21:00:00Z,BR,cases,1
8296,2022-01-10T21:00:00Z,BR,cases,1
8297,2022-01-09T21:00:00Z,BR,cases,1
8298,2022-01-08T21:00:00Z,BR,cases,1
8299,2022-01-07T21:00:00Z,BR,cases,1
8300,2022-01-06T21:00:00Z,BR,cases,1
8301,2022-01-05T21:00:00Z,BR,cases,1
8302,2022-01-04T21:00:00Z,BR,cases,1
8303,2022-01-03T21:00:00Z,BR,cases,1
8304,2022-01-02T21:00:00Z,BR,cases,1
8305,2022-01-01T21:00:00Z,BR,cases,1
8306,2021-12-31T21:00:00Z,BR,cases,1
8307,2021-12-30T21:00:00Z,BR,cases,1
8308,2021-12-29T21:00:00Z,BR,cases,1
8309,2021-12-28T21:00:00Z,BR,cases,1
8310,2021-12-27T21:00:00Z,BR,cases,1
8311,2021-12-26T21:00:00Z,BR,cases,1
8312,2021-12-25T21:00:00Z,BR,cases,1
8313,2021-12-24T21:00:00Z,BR,cases,1
8314,2021-12-23T21:00:00Z,BR,cases,1
8315,2021-12-22T21:00:00Z,BR,cases,1
8316,2021-12-21T21:00:00Z,BR,cases,1
8317,2021-12-20T21:00:00Z,BR,cases,1
8318,2021-12-19T21:00:00Z,BR,cases,1
8319,2021-12-18T21:00:00Z,BR,cases,1
8320,2021-12-17T21:00:00Z,BR,cases,1
8321,2021-12-16T21:00:00Z,BR,cases,1
8322,2021-12-15T21:00:00Z,BR,cases,1
8323,2021-12-14T21:00:00Z,BR,cases,1
8324,2021-12-13T21:00:00Z,BR,cases,1
8325,2021-12-12T21:00:00Z,BR,cases,1
8326,2021-12-11T21:00:00Z,BR,cases,1
8327,2021-12-10T21:00:00Z,BR,cases,1
8328,2021-12-09T21:00:00Z,BR,cases,1
8329,2021-12-08T21:00:00Z,BR,cases,1
8330,2021-12-07T21:00:00Z,BR,cases,1
8331,2021-12-06T21:00:00Z,BR,cases,1
8332,2021-12-05T21:00:00Z,BR,cases,1
8333,2021-12-04T21:00:00Z,BR,cases,1
8334,2021-12-03T21:00:00Z,BR,cases,1
8335,2021-12-02T21:00:00Z,BR,cases,1
8336,2021-12-01T21:00:00Z,BR,cases,1
8337,2021-11-30T21:00:00Z,BR,cases,1
8338,2021-11-29T21:00:00Z,BR,cases,1
8339,2021-11-28T21:00:00Z,BR,cases,1
8340,2021-11-27T21:00:00Z,BR,cases,1
8341,2021-11-26T21:00:00Z,BR,cases,1
8342,2021-11-25T21:00:00Z,BR,cases,1
8343,2021-11-24T21:00:00Z,BR,cases,1
8344,2021-11-23T21:00:00Z,BR,cases,1
8345,2021-11-22T21:00:00Z,BR,cases,1
8346,2021-11-21T21:00:00Z,BR,cases,1
8347,2021-11-20T21:00:00Z,BR,cases,1
8348,2021-11-19T21:00:00Z,BR,cases,1
8349,2021-11-18T21:00:00Z,BR,cases,1
8350,2021-11-17T21:00:00Z,BR,cases,1
8351,2021-11-16T21:00:00Z,BR,cases,1
8352,2021-11-15T21:00:00Z,BR,cases,1
8353,2021-11-14T21:00:00Z,BR,cases,1
8354,2021-11-12T21:00:00Z,BR,cases,1
8355,2021-11-11T21:00:00Z,BR,cases,1
8356,2021-11-10T21:00:00Z,BR,cases,1
8357,2021-11-09T21:00:00Z,BR,cases,1
8358,2021-11-08T21:00:00Z,BR,cases,1
8359,2021-11-07T21:00:00Z,BR,cases,1
8360,2021-11-06T21:00:00Z,BR,cases,1
8361,2021-11-05T21:00:00Z,BR,cases,1
8362,2021-11-03T21:00:00Z,BR,cases,1
8363,2021-11-02T21:00:00Z,BR,cases,1
8364,2021-11-01T21:00:00Z,BR,cases,1
8365,2021-10-31T21:00:00Z,BR,cases,1
8366,2021-10-30T21:00:00Z,BR,cases,1
8367,2021-10-29T21:00:00Z,BR,cases,1
8368,2021-10-28T21:00:00Z,BR,cases,1
8369,2021-10-27T21:00:00Z,BR,cases,1
8370,2021-10-26T21:00:00Z,BR,cases,1
8371,2021-10-25T21:00:00Z,BR,cases,1
8372,2021-10-24T21:00:00Z,BR,cases,1
8373,2021-10-23T21:00:00Z,BR,cases,1
8374,2021-10-22T21:00:00Z,BR,cases,1
8375,2021-10-21T21:00:00Z,BR,cases,1
8376,2021-10-20T21:00:00Z,BR,cases,1
8377,2021-10-19T21:00:00Z,BR,cases,1
8378,2021-10-18T21:00:00Z,BR,cases,1
8379,2021-10-17T21:00:00Z,BR,cases,1
8380,2021-10-16T21:00:00Z,BR,cases,1
8381,2021-10-15T21:00:00Z,BR,cases,1
8382,2021-10-14T21:00:00Z,BR,cases,1
8383,2021-10-13T21:00:00Z,BR,cases,1
8384,2021-10-12T21:00:00Z,BR,cases,1
8385,2021-10-11T21:00:00Z,BR,cases,1
8386,2021-10-10T21:00:00Z,BR,cases,1
8387,2021-10-09T21:00:00Z,BR,cases,1
8388,2021-10-08T21:00:00Z,BR,cases,1
8389,2021-10-07T21:00:00Z,BR,cases,1
8390,2021-10-06T21:00:00Z,BR,cases,1
8391,2021-10-05T21:00:00Z,BR,cases,1
8392,2021-10-04T21:00:00Z,BR,cases,1
8393,2021-10-02T21:00:00Z,BR,cases,1
8394,2021-10-01T21:00:00Z,BR,cases,1
8395,2021-09-30T21:00:00Z,BR,cases,1
8396,2021-09-29T21:00:00Z,BR,cases,1
8397,2021-09-28T21:00:00Z,BR,cases,1
8398,2021-09-27T21:00:00Z,BR,cases,1
8399,2021-09-26T21:00:00Z,BR,cases,1
8400,2021-09-25T21:00:00Z,BR,cases,1
8401,2021-09-24T21:00:00Z,BR,cases,1
8402,2021-09-23T21:00:00Z,BR,cases,1
8403,2021-09-22T21:00:00Z,BR,cases,1
8404,2021-09-20T21:00:00Z,BR,cases,1
8405,2021-09-19T21:00:00Z,BR,cases,1
8406,2021-09-18T21:00:00Z,BR,cases,1
8407,2021-09-17T21:00:00Z,BR,cases,1
8408,2021-09-16T21:00:00Z,BR,cases,1
8409,2021-09-15T21:00:00Z,BR,cases,1
8410,2021-09-14T21:00:00Z,BR,cases,1
8411,2021-09-13T21:00:00Z,BR,cases,1
8412,2021-09-12T21:00:00Z,BR,cases,1
8413,2021-09-11T21:00:00Z,BR,cases,1
8414,2021-09-10T21:00:00Z,BR,cases,1
8415,2021-09-09T21:00:00Z,BR,cases,1
8416,2021-09-08T21:00:00Z,BR,cases,1
8417,2021-09-06T21:00:00Z,BR,cases,1
8418,2021-09-05T21:00:00Z,BR,cases,1
8419,2021-09-04T21:00:00Z,BR,cases,1
8420,2021-09-03T21:00:00Z,BR,cases,1
8421,2021-09-02T21:00:00Z,BR,cases,1
8422,2021-09-01T21:00:00Z,BR,cases,1
8423,2021-04-03T22:29:12Z,BR,cases,1
8424,2021-04-02T22:30:45Z,BR,cases,1
8425,2021-04-01T22:47:08Z,BR,cases,1
8426,2021-03-31T22:23:49Z,BR,cases,1
8427,2021-03-30T22:30:10Z,BR,cases,1
8428,2021-03-29T22:30:35Z,BR,cases,1
8429,2021-03-28T22:30:05Z,BR,cases,1
8430,2021-03-27T22:30:16Z,BR,cases,1
8431,2021-03-25T22:06:14Z,BR,cases,1
8432,2021-03-24T22:30:15Z,BR,cases,1
8433,2021-03-23T22:30:58Z,BR,cases,1
8434,2021-03-22T23:06:13Z,BR,cases,0
8435,2021-03-21T22:30:12Z,BR,cases,1
8436,2021-03-20T22:30:59Z,BR,cases,1
8437,2021-03-19T22:16:39Z,BR,cases,1
8438,2021-03-17T22:54:38Z,BR,cases,1
8439,2021-03-16T22:30:06Z,BR,cases,1
8440,2021-03-15T22:44:02Z,BR,cases,1
8441,2021-03-14T22:30:59Z,BR,cases,1
8442,2021-03-13T22:32:49Z,BR,cases,1
8443,2021-03-12T22:30:19Z,BR,cases,1
8444,2021-03-11T22:58:34Z,BR,cases,1
8445,2021-03-09T22:30:38Z,BR,cases,1
8446,2021-03-08T22:31:01Z,BR,cases,1
8447,2021-03-07T22:30:30Z,BR,cases,1
8448,2021-03-06T22:30:45Z,BR,cases,1
8449,2021-03-05T22:30:50Z,BR,cases,1
8450,2021-03-04T22:30:03Z,BR,cases,1
8451,2021-03-03T22:23:53Z,BR,cases,1
8452,2021-03-02T22:40:58Z,BR,cases,1
8453,2021-03-01T22:30:12Z,BR,cases,1
8454,2021-02-28T22:30:13Z,BR,cases,1
8455,2021-02-27T22:30:35Z,BR,cases,1
8456,2021-02-26T22:30:57Z,BR,cases,1
8457,2021-02-25T22:30:21Z,BR,cases,1
8458,2021-02-24T22:30:51Z,BR,cases,1
8459,2021-02-23T22:30:17Z,BR,cases,1
8460,2021-02-22T22:30:31Z,BR,cases,1
8461,2021-02-21T22:30:35Z,BR,cases,1
8462,2021-02-20T22:30:04Z,BR,cases,1
8463,2021-02-19T22:30:28Z,BR,cases,1
8464,2021-02-18T22:42:58Z,BR,cases,1
8465,2021-02-17T22:30:05Z,BR,cases,1
8466,2021-02-16T22:30:06Z,BR,cases,1
8467,2021-02-15T22:30:51Z,BR,cases,1
8468,2021-02-14T22:30:27Z,BR,cases,1
8469,2021-02-13T22:31:41Z,BR,cases,1
8470,2021-02-12T22:30:12Z,BR,cases,1
8471,2021-02-10T22:26:58Z,BR,cases,1
8472,2021-02-09T22:30:52Z,BR,cases,1
8473,2021-02-07T22:30:39Z,BR,cases,1
8474,2021-02-06T22:30:06Z,BR,cases,1
8475,2021-02-05T22:30:21Z,BR,cases,1
8476,2021-02-04T22:30:14Z,BR,cases,1
8477,2021-02-03T22:30:20Z,BR,cases,1
8478,2021-02-02T22:30:51Z,BR,cases,1
8479,2021-02-01T22:30:40Z,BR,cases,1
8480,2021-01-30T22:30:30Z,BR,cases,1
8481,2021-01-29T22:30:24Z,BR,cases,1
8482,2021-01-28T22:30:05Z,BR,cases,1
8483,2021-01-27T22:57:28Z,BR,cases,1
8484,2021-01-25T22:30:54Z,BR,cases,1
8485,2021-01-22T23:20:39Z,BR,live,0
8486,2021-01-21T22:38:14Z,BR,cases,1
8487,2021-01-20T22:30:59Z,BR,cases,1
8488,2021-01-19T23:16:00Z,BR,cases,0
8489,2021-01-18T22:32:38Z,BR,cases,1
8490,2021-01-18T19:06:24Z,BR,live,0
8491,2021-01-17T22:30:17Z,BR,cases,1
8492,2021-01-17T18:53:11Z,BR,live,0
8493,2021-01-16T22:30:31Z,BR,cases,1
8494,2021-01-15T22:30:02Z,BR,cases,1
8495,2021-01-14T23:00:14Z,BR,cases,1
8496,2021-01-13T23:00:11Z,BR,cases,1
8497,2021-01-13T21:48:26Z,BR,live,0
8498,2021-01-12T22:35:23Z,BR,cases,1
8499,2021-01-11T22:30:17Z,BR,cases,1
8500,2021-01-11T13:45:51Z,BR,live,0
8501,2021-01-08T22:25:54Z,BR,cases,1
8502,2021-01-08T00:05:48Z,BR,cases,0
8503,2021-01-07T19:27:01Z,BR,live,0
8504,2021-01-07T00:03:40Z,BR,live,0
8505,2021-01-06T22:30:42Z,BR,cases,1
8506,2021-01-05T21:50:23Z,BR,cases,0
8507,2021-01-04T22:17:43Z,BR,cases,1
8508,2021-01-03T22:30:25Z,BR,cases,1
8509,2021-01-02T22:30:53Z,BR,cases,1
8510,2021-01-01T22:30:12Z,BR,cases,1
8511,2020-12-31T22:30:33Z,BR,cases,1
8512,2020-12-30T22:30:59Z,BR,cases,1
8513,2020-12-29T22:30:38Z,BR,cases,1
8514,2020-12-28T22:30:01Z,BR,cases,1
8515,2020-12-27T23:05:23Z,BR,cases,0
8516,2020-12-26T22:30:33Z,BR,cases,1
8517,2020-12-25T22:30:02Z,BR,cases,1
8518,2020-12-24T23:29:08Z,BR,president speech,0
8519,2020-12-24T22:30:02Z,BR,cases,1
8520,2020-12-23T23:47:49Z,BR,cases,0
8521,2020-12-22T22:30:42Z,BR,cases,1
8522,2020-12-21T22:30:59Z,BR,cases,1
8523,2020-12-20T22:30:23Z,BR,cases,1
8524,2020-12-19T22:31:00Z,BR,cases,1
8525,2020-12-19T22:31:00Z,BR,cases,1
8526,2020-12-18T22:37:00Z,BR,cases,1
8527,2020-12-17T22:49:00Z,BR,cases,1
8528,2020-12-16T22:30:00Z,BR,cases,1
8529,2020-12-16T13:23:00Z,BR,president speech,0
8530,2020-12-15T22:00:00Z,BR,cases,0
8531,2020-12-14T22:08:00Z,BR,cases,1
8532,2020-12-13T22:00:00Z,BR,cases,0
8533,2020-12-12T22:30:00Z,BR,cases,1
8534,2020-12-11T23:51:00Z,BR,cases,0
8535,2020-12-10T21:44:00Z,BR,live,0
8536,2020-12-09T22:07:00Z,BR,cases,1
8537,2020-12-07T22:49:00Z,BR,cases,1
8538,2020-12-04T23:27:00Z,BR,cases,0
8539,2020-12-03T22:30:00Z,BR,cases,1
8540,2020-12-03T20:21:00Z,BR,live,0
8541,2020-11-30T22:13:00Z,BR,cases,1
8542,2020-11-27T22:14:00Z,BR,live,1
8543,2020-11-24T22:34:00Z,BR,cases,1
8544,2020-11-23T23:08:00Z,BR,cases,0
8545,2020-11-22T22:13:00Z,BR,cases,1
8546,2020-11-21T22:12:00Z,BR,cases,1
8547,2020-11-21T22:12:00Z,BR,cases,1
8548,2020-11-20T22:09:00Z,BR,cases,1
8549,2020-11-19T21:11:00Z,BR,live,0
8550,2020-11-18T23:00:00Z,BR,cases,1
8551,2020-11-17T23:00:00Z,BR,cases,1
8552,2020-11-04T22:23:00Z,BR,cases,1
8553,2020-11-03T22:28:00Z,BR,cases,1
8554,2020-11-02T22:15:00Z,BR,cases,1
8555,2020-11-01T22:08:00Z,BR,cases,1
8556,2020-10-31T22:15:00Z,BR,cases,1
8557,2020-10-30T22:15:00Z,BR,cases,1
8558,2020-10-29T22:00:00Z,BR,cases,0
8559,2020-10-27T22:18:00Z,BR,cases,1
8560,2020-10-23T23:48:00Z,BR,cases,0
8561,2020-10-23T21:53:00Z,BR,live,0
8562,2020-10-22T22:31:00Z,BR,cases,1
8563,2020-10-21T23:00:00Z,BR,cases,1
8564,2020-10-20T22:51:00Z,BR,cases,1
8565,2020-10-19T22:30:00Z,BR,cases,1
8566,2020-10-19T19:55:00Z,BR,president speech,0
8567,2020-10-16T22:15:00Z,BR,cases,1
8568,2020-10-15T19:50:00Z,BR,live,0
8569,2020-10-14T22:15:00Z,BR,cases,1
8570,2020-10-09T23:00:00Z,BR,cases,1
8571,2020-10-09T20:37:00Z,BR,live,1
8572,2020-10-08T22:46:00Z,BR,cases,1
8573,2020-10-08T20:48:00Z,BR,live,1
8574,2020-10-07T22:45:00Z,BR,cases,1
8575,2020-10-06T22:30:00Z,BR,cases,1
8576,2020-10-05T22:30:00Z,BR,cases,1
8577,2020-10-02T22:09:00Z,BR,cases,1
8578,2020-10-01T21:21:00Z,BR,live,0
8579,2020-09-30T23:00:00Z,BR,cases,1
8580,2020-09-29T23:00:00Z,BR,cases,1
8581,2020-09-28T23:15:00Z,BR,cases,0
8582,2020-09-25T22:45:00Z,BR,cases,1
8583,2020-09-24T23:00:00Z,BR,cases,1
8584,2020-09-23T22:11:00Z,BR,cases,1
8585,2020-09-23T21:00:00Z,BR,live,1
8586,2020-09-22T23:00:00Z,BR,cases,1
8587,2020-09-21T22:45:00Z,BR,cases,1
8588,2020-09-16T23:30:00Z,BR,cases,0
8589,2020-09-16T20:23:00Z,BR,live,0
8590,2020-09-16T20:14:00Z,BR,live,0
8591,2020-09-15T23:30:00Z,BR,cases,0
8592,2020-09-15T22:15:00Z,BR,other,1
8593,2020-09-15T21:56:00Z,BR,cases,0
8594,2020-09-14T22:21:00Z,BR,cases,1
8595,2020-09-13T22:30:00Z,BR,cases,1
8596,2020-09-12T22:30:00Z,BR,cases,1
8597,2020-09-11T22:12:00Z,BR,cases,1
8598,2020-09-11T13:25:00Z,BR,live,0
8599,2020-09-10T23:10:00Z,BR,cases,0
8600,2020-09-10T21:24:00Z,BR,live,0
8601,2020-09-09T23:27:00Z,BR,cases,0
8602,2020-09-09T21:15:00Z,BR,live,0
8603,2020-09-08T22:53:00Z,BR,cases,1
8604,2020-09-06T22:30:00Z,BR,cases,1
8605,2020-09-05T22:30:00Z,BR,cases,1
8606,2020-09-04T22:20:00Z,BR,cases,1
8607,2020-09-03T22:33:00Z,BR,cases,1
8608,2020-09-02T22:21:00Z,BR,cases,1
8609,2020-09-02T21:08:00Z,BR,live,0
8610,2020-09-01T22:11:00Z,BR,cases,1
8611,2020-08-31T22:00:00Z,BR,cases,0
8612,2020-08-30T22:30:00Z,BR,cases,1
8613,2020-08-29T22:30:00Z,BR,cases,1
8614,2020-08-28T22:13:00Z,BR,cases,1
8615,2020-08-27T23:09:00Z,BR,cases,0
8616,2020-08-27T21:45:00Z,BR,live,0
8617,2020-08-26T21:55:00Z,BR,cases,0
8618,2020-08-26T20:53:00Z,BR,live,1
8619,2020-08-25T22:29:00Z,BR,cases,1
8620,2020-08-24T22:54:00Z,BR,cases,1
8621,2020-08-24T14:09:00Z,BR,president speech,0
8622,2020-08-23T22:28:00Z,BR,cases,1
8623,2020-08-22T22:30:00Z,BR,cases,1
8624,2020-08-21T22:21:00Z,BR,cases,1
8625,2020-08-20T23:57:00Z,BR,cases,0
8626,2020-08-20T21:43:00Z,BR,live,0
8627,2020-08-19T21:57:00Z,BR,cases,0
8628,2020-08-19T19:17:00Z,BR,live,0
8629,2020-08-18T22:01:00Z,BR,cases,1
8630,2020-08-17T21:42:00Z,BR,cases,0
8631,2020-08-16T22:22:00Z,BR,cases,1
8632,2020-08-15T22:17:00Z,BR,cases,1
8633,2020-08-14T22:34:00Z,BR,cases,1
8634,2020-08-14T22:21:00Z,BR,live,1
8635,2020-08-13T22:34:00Z,BR,cases,1
8636,2020-08-13T13:07:00Z,BR,other,0
8637,2020-08-12T22:36:00Z,BR,cases,1
8638,2020-08-12T22:04:00Z,BR,president speech,1
8639,2020-08-12T20:55:00Z,BR,live,1
8640,2020-08-11T22:19:00Z,BR,cases,1
8641,2020-08-10T22:14:00Z,BR,cases,1
8642,2020-08-09T21:41:00Z,BR,cases,0
8643,2020-08-08T22:05:00Z,BR,cases,1
8644,2020-08-07T22:34:00Z,BR,cases,1
8645,2020-08-06T22:16:00Z,BR,cases,1
8646,2020-08-05T23:11:00Z,BR,cases,0
8647,2020-08-05T21:21:00Z,BR,live,0
8648,2020-08-04T22:14:00Z,BR,cases,1
8649,2020-08-03T22:13:00Z,BR,cases,1
8650,2020-08-03T21:09:00Z,BR,live,0
8651,2020-08-02T23:22:00Z,BR,cases,0
8652,2020-08-01T22:16:00Z,BR,cases,1
8653,2020-07-31T21:39:00Z,BR,cases,0
8654,2020-07-30T22:09:00Z,BR,cases,1
8655,2020-07-29T22:53:00Z,BR,cases,1
8656,2020-07-29T20:47:00Z,BR,live,1
8657,2020-07-28T22:31:00Z,BR,cases,1
8658,2020-07-27T22:47:00Z,BR,cases,1
8659,2020-07-27T02:02:00Z,BR,cases,0
8660,2020-07-25T22:37:00Z,BR,cases,1
8661,2020-07-24T22:21:00Z,BR,cases,1
8662,2020-07-23T21:59:00Z,BR,cases,0
8663,2020-07-23T16:52:00Z,BR,live,0
8664,2020-07-22T22:08:00Z,BR,cases,1
8665,2020-07-21T22:06:00Z,BR,cases,1
8666,2020-07-21T18:40:00Z,BR,live,0
8667,2020-07-20T21:51:00Z,BR,cases,0
8668,2020-07-19T21:11:00Z,BR,cases,0
8669,2020-07-18T22:28:00Z,BR,cases,1
8670,2020-07-17T21:56:00Z,BR,cases,0
8671,2020-07-17T20:40:00Z,BR,live,1
8672,2020-07-16T21:40:00Z,BR,cases,0
8673,2020-07-15T21:24:00Z,BR,cases,0
8674,2020-07-15T20:53:00Z,BR,live,1
8675,2020-07-15T16:10:00Z,BR,live,0
8676,2020-07-14T22:11:00Z,BR,cases,1
8677,2020-07-13T22:43:00Z,BR,cases,1
8678,2020-07-12T21:16:00Z,BR,cases,0
8679,2020-07-11T22:18:00Z,BR,cases,1
8680,2020-07-10T22:02:00Z,BR,cases,1
8681,2020-07-09T22:04:00Z,BR,cases,1
8682,2020-07-09T20:51:00Z,BR,live,1
8683,2020-07-08T21:30:00Z,BR,cases,0
8684,2020-07-07T22:20:00Z,BR,cases,1
8685,2020-07-07T15:13:00Z,BR,other,0
8686,2020-07-06T21:49:00Z,BR,cases,0
8687,2020-07-05T22:39:00Z,BR,cases,1
8688,2020-07-03T22:24:00Z,BR,cases,1
8689,2020-07-02T21:45:00Z,BR,cases,0
8690,2020-07-02T20:39:00Z,BR,live,1
8691,2020-07-01T22:29:00Z,BR,cases,1
8692,2020-07-01T21:04:00Z,BR,live,0
8693,2020-07-01T20:55:00Z,BR,live,1
8694,2020-06-30T22:11:00Z,BR,cases,1
8695,2020-06-30T19:14:00Z,BR,president speech,0
8696,2020-06-29T22:59:00Z,BR,cases,1
8697,2020-06-29T21:20:00Z,BR,live,0
8698,2020-06-28T21:48:00Z,BR,cases,0
8699,2020-06-27T22:06:00Z,BR,cases,1
8700,2020-06-27T14:12:00Z,BR,live,0
8701,2020-06-26T22:34:00Z,BR,cases,1
8702,2020-06-25T22:28:00Z,BR,cases,1
8703,2020-06-24T22:47:00Z,BR,cases,1
8704,2020-06-24T21:20:00Z,BR,live,0
8705,2020-06-23T22:52:00Z,BR,cases,1
8706,2020-06-22T22:22:00Z,BR,cases,1
8707,2020-06-21T22:20:00Z,BR,cases,1
8708,2020-06-20T22:01:00Z,BR,cases,1
8709,2020-06-19T22:09:00Z,BR,cases,1
8710,2020-06-19T00:36:00Z,BR,cases,0
8711,2020-06-18T21:01:00Z,BR,live,0
8712,2020-06-18T17:29:00Z,BR,live,0
8713,2020-06-17T22:03:00Z,BR,cases,1
8714,2020-06-16T21:38:00Z,BR,cases,0
8715,2020-06-15T22:22:00Z,BR,cases,1
8716,2020-06-15T21:10:00Z,BR,live,0
8717,2020-06-15T20:56:00Z,BR,live,1
8718,2020-06-14T22:02:00Z,BR,cases,1
8719,2020-06-13T22:01:00Z,BR,cases,1
8720,2020-06-12T22:28:00Z,BR,cases,1
8721,2020-06-12T20:45:00Z,BR,live,1
8722,2020-06-12T20:40:00Z,BR,live,1
8723,2020-06-11T22:00:00Z,BR,cases,0
8724,2020-06-10T22:31:00Z,BR,cases,1
8725,2020-06-10T20:19:00Z,BR,live,0
8726,2020-06-10T14:07:00Z,BR,live,0
8727,2020-06-10T01:01:00Z,BR,cases,0
8728,2020-06-10T01:01:00Z,BR,cases,0
8729,2020-06-10T01:01:00Z,BR,cases,0
8730,2020-06-10T01:01:00Z,BR,cases,0
8731,2020-06-10T01:01:00Z,BR,cases,0
8732,2020-06-09T20:10:00Z,BR,live,0
8733,2020-06-09T20:10:00Z,BR,live,0
8734,2020-06-09T20:10:00Z,BR,live,0
8735,2020-06-09T20:10:00Z,BR,live,0
8736,2020-06-09T20:10:00Z,BR,live,0
8737,2020-06-09T20:08:00Z,BR,live,0
8738,2020-06-09T20:08:00Z,BR,live,0
8739,2020-06-09T20:08:00Z,BR,live,0
8740,2020-06-09T20:08:00Z,BR,live,0
8741,2020-06-09T20:08:00Z,BR,live,0
8742,2020-06-08T21:25:00Z,BR,live,0
8743,2020-06-08T21:25:00Z,BR,live,0
8744,2020-06-08T21:25:00Z,BR,live,0
8745,2020-06-08T21:25:00Z,BR,live,0
8746,2020-06-08T21:25:00Z,BR,live,0
8747,2020-06-08T21:23:00Z,BR,live,0
8748,2020-06-08T21:23:00Z,BR,live,0
8749,2020-06-08T21:23:00Z,BR,live,0
8750,2020-06-08T21:23:00Z,BR,live,0
8751,2020-06-08T21:23:00Z,BR,live,0
8752,2020-06-07T12:08:00Z,BR,cases,0
8753,2020-06-05T17:46:00Z,BR,live,0
8754,2020-06-05T17:46:00Z,BR,live,0
8755,2020-06-05T17:46:00Z,BR,live,0
8756,2020-06-05T17:46:00Z,BR,live,0
8757,2020-06-05T17:46:00Z,BR,live,0
8758,2020-06-04T20:50:00Z,BR,live,1
8759,2020-06-04T20:50:00Z,BR,live,1
8760,2020-06-04T20:50:00Z,BR,live,1
8761,2020-06-04T20:50:00Z,BR,live,1
8762,2020-06-04T20:50:00Z,BR,live,1
8763,2020-06-04T20:49:00Z,BR,live,1
8764,2020-06-04T20:49:00Z,BR,live,1
8765,2020-06-04T20:49:00Z,BR,live,1
8766,2020-06-04T20:49:00Z,BR,live,1
8767,2020-06-04T20:49:00Z,BR,live,1
8768,2020-06-04T01:52:00Z,BR,other,0
8769,2020-06-04T01:52:00Z,BR,other,0
8770,2020-06-04T01:52:00Z,BR,other,0
8771,2020-06-04T01:52:00Z,BR,other,0
8772,2020-06-04T01:52:00Z,BR,other,0
8773,2020-06-04T01:32:00Z,BR,other,0
8774,2020-06-04T01:32:00Z,BR,other,0
8775,2020-06-04T01:32:00Z,BR,other,0
8776,2020-06-04T01:32:00Z,BR,other,0
8777,2020-06-04T00:45:00Z,BR,other,0
8778,2020-06-03T00:46:00Z,BR,other,0
8779,2020-06-03T00:46:00Z,BR,other,0
8780,2020-06-03T00:46:00Z,BR,other,0
8781,2020-06-03T00:46:00Z,BR,other,0
8782,2020-06-03T00:12:00Z,BR,other,0
8783,2020-06-03T00:12:00Z,BR,other,0
8784,2020-06-03T00:12:00Z,BR,other,0
8785,2020-06-03T00:12:00Z,BR,other,0
8786,2020-06-03T00:12:00Z,BR,other,0
8787,2020-06-02T20:54:00Z,BR,live,1
8788,2020-06-02T20:54:00Z,BR,live,1
8789,2020-06-02T20:54:00Z,BR,live,1
8790,2020-06-02T20:54:00Z,BR,live,1
8791,2020-06-02T20:54:00Z,BR,live,1
8792,2020-06-02T20:31:00Z,BR,live,1
8793,2020-06-02T20:31:00Z,BR,live,1
8794,2020-06-02T20:31:00Z,BR,live,1
8795,2020-06-02T20:31:00Z,BR,live,1
8796,2020-06-02T20:31:00Z,BR,live,1
8797,2020-06-02T02:10:00Z,BR,other,0
8798,2020-06-02T02:10:00Z,BR,other,0
8799,2020-06-02T02:10:00Z,BR,other,0
8800,2020-06-02T02:10:00Z,BR,other,0
8801,2020-06-02T02:10:00Z,BR,other,0
8802,2020-06-02T00:40:00Z,BR,other,0
8803,2020-06-02T00:40:00Z,BR,other,0
8804,2020-06-02T00:40:00Z,BR,other,0
8805,2020-06-02T00:40:00Z,BR,other,0
8806,2020-06-02T00:40:00Z,BR,other,0
8807,2020-06-01T00:17:00Z,BR,other,0
8808,2020-06-01T00:17:00Z,BR,other,0
8809,2020-06-01T00:17:00Z,BR,other,0
8810,2020-06-01T00:17:00Z,BR,other,0
8811,2020-06-01T00:17:00Z,BR,other,0
8812,2020-05-31T23:00:00Z,BR,other,1
8813,2020-05-31T00:30:00Z,BR,other,0
8814,2020-05-31T00:30:00Z,BR,other,0
